date	Tree	Grass	"weed, garden"	ragweed	Weeds	cattail_sedge	grass_harm	weed_harm	unknown	Spore
8/16/2010	0.092123445	1.381851681			80.14739751	0.1	1.281851681	80.24739751	0	low
8/17/2010	0.320512821	4.487179487			83.33333333	0.6	3.887179487	83.93333333	0	low
8/18/2010	0	4.166666667			103.525641	1	3.166666667	104.525641	0.320512821	low
8/19/2010	0	0.641025641			156.4102564		0.641025641	156.4102564	0	low
8/20/2010	0	6.109775641			256.6105769		6.109775641	256.6105769		low
8/21/2010	0	3.054887821	0	0	180.0494023	0	3.054887821	180.0494023	0	#VALUE!
8/22/2010	0	3.054887821	0	0	180.0494023	0	3.054887821	180.0494023	0	#VALUE!
8/23/2010	0	0			103.4882277		0	103.4882277	0	low
8/24/2010	0	0			369.3019943		0	369.3019943	0	low
8/25/2010	0	2.884615385			165.7051282	0.3	2.584615385	166.0051282	0	low
8/26/2010	0	1.309328969			68.08510638	0.3	1.009328969	68.38510638	0	low
8/27/2010	1.93696912	3.873938239			394.496044		3.873938239	394.496044	0	
8/28/2010	0.96848456	2.953720516	0	0	310.107427	0	2.953720516	310.107427	0	#VALUE!
8/29/2010	0.96848456	2.953720516	0	0	310.107427	0	2.953720516	310.107427	0	#VALUE!
8/30/2010	0	2.033502792			225.7188099	0	2.033502792	225.7188099	0	low
8/31/2010	0	5.488079172			283.3220873	0.686009897	4.802069276	284.0080972	0	low
9/1/2010	0	0.961538462			76.28205128	0.320512821	0.641025641	76.6025641	0	low
9/2/2010	0	0.9			72.6	0	0.9	72.6	0.6	low
9/3/2010	0.357781753	1.788908766			32.91592129	0.357781753	1.431127013	33.27370304	0	low
9/4/2010	0.178890877	1.528871512	0	0	46.31521679	0.178890877	1.349980636	46.49410767	0	#VALUE!
9/5/2010	0.178890877	1.528871512	0	0	46.31521679	0.178890877	1.349980636	46.49410767	0	#VALUE!
9/6/2010	0.178890877	1.528871512	0	0	46.31521679	0.178890877	1.349980636	46.49410767	0	#VALUE!
9/7/2010	0	1.268834259			59.71451229		1.268834259	59.71451229	0	low
9/8/2010	0	0			18.52433281		0	18.52433281	0	low
9/9/2010	0	0			18.15384615		0	18.15384615	0	low
9/10/2010	0	2.006688963			31.10367893		2.006688963	31.10367893	0	low
9/11/2010	0.052868094	1.479157329	0	0	36.7519452	0	1.479157329	36.7519452	0	#VALUE!
9/12/2010	0.052868094	1.479157329	0	0	36.7519452	0	1.479157329	36.7519452	0	#VALUE!
9/13/2010	0.105736188	0.951625694			42.40021147		0.951625694	42.40021147	0	moderate
9/14/2010	0	0.961538462			14.42307692		0.961538462	14.42307692	0	low
9/15/2010	0	0.647773279			16.84210526		0.647773279	16.84210526	0	low
9/16/2010	0	0.327332242			6.873977087		0.327332242	6.873977087	0	low
9/17/2010	0.320512821	0			8.333333333		0	8.333333333	0	low
9/18/2010	0.16025641	0	0	0	10.79059829	0	0	10.79059829	0	#VALUE!
9/19/2010	0.16025641	0	0	0	10.79059829	0	0	10.79059829	0	#VALUE!
9/20/2010	0	0			13.24786325		0	13.24786325	0	moderate
9/21/2010	0	2.564102564			43.26923077	0.3	2.264102564	43.56923077	0	low
9/22/2010	0	0.320512821			16.02564103		0.320512821	16.02564103	0	low
9/23/2010	0.320512821	0.641025641			3.205128205		0.641025641	3.205128205	0	low
9/24/2010	0	0			1.923076923		0	1.923076923	0	low
9/25/2010	0	0.054171181	0	0	2.207475623	0	0.054171181	2.207475623	0	#VALUE!
9/26/2010	0	0.054171181	0	0	2.207475623	0	0.054171181	2.207475623	0	#VALUE!
9/27/2010	0	0.108342362			2.491874323		0.108342362	2.491874323	0	low
9/28/2010	0	0.320512821			6.41025641		0.320512821	6.41025641	0	moderate
9/29/2010	0.60331825	0			2.111613876		0	2.111613876	0	low
9/30/2010	0.641025641	0			5.448717949		0	5.448717949	0.641025641	low
10/1/2010	0	0			1.309328969		0	1.309328969	0	low
10/2/2010	0	0.08097166	0	0	1.747781893	0	0.08097166	1.747781893	0	#VALUE!
10/3/2010	0	0.08097166	0	0	1.747781893	0	0.08097166	1.747781893	0	#VALUE!
10/4/2010	0	0.08097166	0	0	1.747781893	0	0.08097166	1.747781893	0	#VALUE!
10/5/2010	0	0.16194332			2.186234818		0.16194332	2.186234818	0	low
10/6/2010	2.071005917	0.295857988			11.83431953		0.295857988	11.83431953	0	low
10/7/2010	1.003344482	1.003344482			4.347826087	0.3	0.703344482	4.647826087	0	low
10/8/2010	0	0			3.010033445		0	3.010033445	0	low
10/9/2010	2.546045504	0	0	0	3.67186396	0	0	3.67186396	0	#VALUE!
10/10/2010	2.546045504	0	0	0	3.67186396	0	0	3.67186396	0	#VALUE!
10/11/2010	5.092091008	0			4.333694475		0	4.333694475	0	low
10/12/2010	0.904977376	0			3.016591252		0	3.016591252	0	low
10/13/2010	0.341880342	0			2.735042735		0	2.735042735	0	moderate
10/14/2010	0	0.320512821			0.641025641		0.320512821	0.641025641	0	low
10/15/2010	0.961538462	0			1.923076923		0	1.923076923	0	low
10/16/2010	0.587606838	0	0	0	1.923076923	0	0	1.923076923	0	#VALUE!
10/17/2010	0.587606838	0	0	0	1.923076923	0	0	1.923076923	0	#VALUE!
10/18/2010	0.213675214	0			1.923076923		0	1.923076923	0	low
10/19/2010	0	0			2.243589744		0	2.243589744	0	low
10/20/2010	0.60331825	0			2.111613876		0	2.111613876	0	low
10/21/2010	0.641025641	0			5.448717949		0	5.448717949	0	moderate
10/22/2010	0	0			1.309328969		0	1.309328969	0	low
										
										
4/4/2011	147.6689344	0			0		0	0	1.018406444	low
4/5/2011	52.11930926	0			0		0	0	1.25588697	low
4/6/2011	88.61538462	0			0		0	0	0	low
4/7/2011	326.3937419	0			0		0	0	1.908735332	low 
4/8/2011	253.3555608	0			0		0	0	4.067635151	low
4/9/2011	163.1578947	0			0		0	0	5.668016194	low
4/10/2011	220.3504537	0			0.525896071		0	0.525896071	4.207168567	low
4/11/2011	112.5028817	0			0		0	0	0.468762007	low
4/12/2011	202.2435897	0			0.320512821		0	0.320512821	0.641025641	low
4/13/2011	901.417004	0			0		0	0	2.05802969	low
4/14/2011	611.3406593	0			0		0	0	1.340659341	low
4/15/2011	293.785247	0			0		0	0	3.440108279	low
4/16/2011	222.1488404	0	0	0	0	0	0	0	3.135531573	#VALUE!
4/17/2011	150.5124338	0			0		0	0	2.830954867	low
4/18/2011	41.14490161	0			0		0	0	0.715563506	low
4/19/2011	42.70015699	0			0		0	0	1.883830455	low
4/20/2011	55.12820513	0			0		0	0	1.923076923	low
4/21/2011	27.24358974	0			0		0	0	0.320512821	low
4/22/2011	32.61538462	0			0		0	0	0	low
4/23/2011	77.00348731	0	0	0	0	0	0	0	0	#VALUE!
4/24/2011	77.00348731	0	0	0	0	0	0	0	0	#VALUE!
4/25/2011	121.39159	0			0		0	0	0	low
4/26/2011	1333.436933	0			0		0	0	0	low
4/27/2011	82.69230769	0			0		0	0	0	low
4/28/2011	61.85897436	0			0		0	0	1.923076923	low
4/29/2011	258.4128026	0			0		0	0	0.57170974	low
4/30/2011	248.4775415	0	0	0	0	0	0	0	0.28585487	#VALUE!
5/1/2011	248.4775415	0	0	0	0	0	0	0	0.28585487	#VALUE!
5/2/2011	238.5422804	0			0		0	0	0	low
5/3/2011	30.44871795	0			0		0	0	0	low
5/4/2011	111.4599686	0			0		0	0	0	low
5/5/2011	537.3009969	0			0		0	0	12.70644249	low
5/6/2011	235.956044	0			0		0	0	6.554334554	low
5/7/2011	2269.169788	0	0	0	0	0	0	0	3.277167277	#VALUE!
5/8/2011	2269.169788	0	0	0	0	0	0	0	3.277167277	#VALUE!
5/9/2011	4302.383532	0			0		0	0	0	low
5/10/2011	710.1025641	0			0		0	0	4.692307692	low
5/11/2011	1310.015699	0			0		0	0	9.193092622	low
5/12/2011	1409.261641	6.277334705			0	6.3	-0.022665295	6.3	28.24800617	low
5/13/2011	310.191769	1.502139317			0	1.5	0.002139317	1.5	10.51497522	low
5/14/2011	233.505631	1.733237674	0	0	0	1.732168015	0.001069659	1.732168015	5.25748761	#VALUE!
5/15/2011	233.505631	1.733237674	0	0	0	1.732168015	0.001069659	1.732168015	5.25748761	#VALUE!
5/16/2011	156.8194931	1.96433603			0	1.96433603	0	1.96433603	0	low
5/17/2011	261.1806798	3.577817531			0	3.577817531	0	3.577817531	0	low
5/18/2011	449.1510742	3.17047817			0	3.17047817	0	3.17047817	0	low
5/19/2011	961.9230769	2.346153846			0	2.346153846	0	2.346153846	14.07692308	low
5/20/2011	767.090301	3.264214047			0	3.264214047	0	3.264214047	0	low
5/21/2011	516.4371981	1.915458937	0	0	0	1.915458937	0	1.915458937	0	#VALUE!
5/22/2011	516.4371981	1.915458937	0	0	0	1.915458937	0	1.915458937	0	#VALUE!
5/23/2011	265.7840951	0.566703828			0	0.566703828	0	0.566703828	0	low
5/24/2011	1085.671192	4.600301659			0	4.600301659	0	4.600301659	0	low
5/25/2011	616.4597108	6.55808203			0	3.934849218	2.623232812	3.934849218	0	low
5/26/2011	1267.49531	20.02814259			0	20.02814259	0	20.02814259	37.19512195	low
5/27/2011	559.4261574	15.03256469			2.147509241	4.295018483	10.73754621	6.442527724	1.073754621	low
5/28/2011	355.9919722	10.15797563	0	0	1.073754621	2.642826732	7.515148895	3.716581352	1.527512291	#VALUE!
5/29/2011	355.9919722	10.15797563	0	0	1.073754621	2.642826732	7.515148895	3.716581352	1.527512291	#VALUE!
5/30/2011	355.9919722	10.15797563	0	0	1.073754621	2.642826732	7.515148895	3.716581352	1.527512291	#VALUE!
5/31/2011	152.557787	5.283386564			0	0.990634981	4.292751583	0.990634981	1.981269962	low
6/1/2011	118.2692308	12.17948718			0.641025641	1.282051282	10.8974359	1.923076923	3.205128205	low
6/2/2011	474.9764521	17.23704867			0	3.830455259	13.40659341	3.830455259	4.788069074	0
6/3/2011	463.666768	7.418668288			7.418668288	2.3	5.118668288	9.718668288	1.854667072	low
6/4/2011	295.9107022	27.61278515	0	0	5.517158169	1.55	26.06278515	7.067158169	2.333418889	#VALUE!
6/5/2011	295.9107022	27.61278515	0	0	5.517158169	1.55	26.06278515	7.067158169	2.333418889	#VALUE!
6/6/2011	128.1546365	47.806902			3.615648051	0.8	47.006902	4.415648051	2.812170706	low
6/7/2011	168.4909087	45.4050176			18.59964576		45.4050176	18.59964576	4.376387239	low
6/8/2011	770.5505279	117.3076923			59.80392157	2.3	115.0076923	62.10392157	20.70135747	low
6/9/2011	203.1936813	109.6268315			4.18956044	0.7	108.9268315	4.88956044	4.887820513	low
6/10/2011	88.9632107	41.80602007			7.023411371		41.80602007	7.023411371	2.006688963	low
6/11/2011	68.70197957	27.34791648	0	0	4.187381361	0.25	27.09791648	4.437381361	1.055319534	#VALUE!
6/12/2011	68.70197957	27.34791648	0	0	4.187381361	0.25	27.09791648	4.437381361	1.055319534	#VALUE!
6/13/2011	48.44074844	12.88981289			1.351351351	0.5	12.38981289	1.851351351	0.103950104	low
6/14/2011	68.91025641	78.52564103			3.205128205	1	77.52564103	4.205128205	1.282051282	low
6/15/2011	25.75250836	35.78595318			0.334448161	1.3	34.48595318	1.634448161	0	low
6/16/2011	3.692307692	16.30769231			9.538461538		16.30769231	9.538461538	0.615384615	low
6/17/2011	18.58974359	32.05128205			19.55128205	0.3	31.75128205	19.85128205	1.923076923	low
6/18/2011	16.82466594	25.34308415	0	0	13.51345251	0.4	24.94308415	13.91345251	1.557421452	#VALUE!
6/19/2011	16.82466594	25.34308415	0	0	13.51345251	0.4	24.94308415	13.91345251	1.557421452	#VALUE!
6/20/2011	15.0595883	18.63488624			7.475622969	0.5	18.13488624	7.975622969	1.191765981	moderate
6/21/2011	30.76923077	33.65384615			64.1025641	1.923076923	31.73076923	66.02564103	0.641025641	low
6/22/2011	2.884615385	9.294871795			0.320512821	0.641025641	8.653846154	0.961538462	5.128205128	low
6/23/2011	0.923076923	3.076923077			0.923076923	0	3.076923077	0.923076923	8.307692308	low
6/24/2011	5.128205128	11.85897436			9.615384615	0.641025641	11.21794872	10.25641026	0.641025641	low
6/25/2011	6.196581197	17.68162393	0	0	5.502136752	1.709401709	15.97222222	7.211538462	10.52350427	#VALUE!
6/26/2011	6.196581197	17.68162393	0	0	5.502136752	1.709401709	15.97222222	7.211538462	10.52350427	#VALUE!
6/27/2011	7.264957265	23.5042735			1.388888889	2.777777778	20.72649573	4.166666667	20.40598291	low
6/28/2011	7.023411371	68.89632107			2.341137124	25.08361204	43.81270903	27.42474916	15.38461538	low
6/29/2011	0.941915228	20.72213501			0.313971743	6.593406593	14.12872841	6.907378336	29.19937206	low
6/30/2011	12.24489796	66.24803768			0.313971743	7.221350078	59.0266876	7.535321821	6.593406593	low
7/1/2011	7.371794872	33.97435897			4.487179487	25.96153846	8.012820513	30.44871795	2.243589744	low
7/2/2011	4.050269906	35.08434548	0	0	2.850877193	15.7742915	19.31005398	18.62516869	4.603576248	#VALUE!
7/3/2011	4.050269906	35.08434548	0	0	2.850877193	15.7742915	19.31005398	18.62516869	4.603576248	#VALUE!
7/4/2011	4.050269906	35.08434548	0	0	2.850877193	15.7742915	19.31005398	18.62516869	4.603576248	#VALUE!
7/5/2011	0.728744939	36.19433198			1.214574899	5.587044534	30.60728745	6.801619433	6.963562753	low
7/6/2011	1.602564103	17.62820513			5.128205128	7.051282051	10.57692308	12.17948718	1.282051282	low
7/7/2011	1.282051282	20.19230769			8.974358974	2.884615385	17.30769231	11.85897436	0.641025641	low
7/8/2011	1.602564103	15.70512821			14.1025641	2.564102564	13.14102564	16.66666667	1.602564103	low
7/9/2011	1.392998028	14.36143984	0	0	8.44988345	6.232051282	8.12938856	14.68193473	2.307468173	#VALUE!
7/10/2011	1.392998028	14.36143984	0	0	8.44988345	6.232051282	8.12938856	14.68193473	2.307468173	#VALUE!
7/11/2011	1.183431953	13.01775148			2.797202797	9.9	3.117751479	12.6972028	3.012372243	moderate
7/12/2011	5.023547881	36.42072214			13.50078493	7.8	28.62072214	21.30078493	0.627943485	moderate
7/13/2011	2.564102564	13.14102564			5.448717949	3.2	9.941025641	8.648717949	2.243589744	low
7/14/2011	1.709401709	11.68091168			8.547008547	4	7.680911681	12.54700855	0	low
7/15/2011	0	2.146690519			10.01788909	2.1	0.046690519	12.11788909	0.357781753	low
7/16/2011	0.053792361	1.557476513	0	0	9.312333463	1.372754169	0.184722344	10.68508763	0.2864756	#VALUE!
7/17/2011	0.053792361	1.557476513	0	0	9.312333463	1.372754169	0.184722344	10.68508763	0.2864756	#VALUE!
7/18/2011	0.107584723	0.968262507			8.606777838	0.645508338	0.322754169	9.252286175	0.215169446	low
7/19/2011	3.846153846	3.205128205			27.56410256	1.602564103	1.602564103	29.16666667	0.961538462	low
7/20/2011	1.282051282	2.243589744			31.73076923	1.282051282	0.961538462	33.01282051	0	low
7/21/2011	4.909983633	7.855973813			50.08183306	3.600654664	4.255319149	53.68248772	0.654664484	low
7/22/2011	1.282051282	1.923076923			44.23076923	0.961538462	0.961538462	45.19230769	0.641025641	low
7/23/2011	0.959328028	1.598143236	0	0	32.19496021	0.852122016	0.74602122	33.04708223	0.638815208	#VALUE!
7/24/2011	0.959328028	1.598143236	0	0	32.19496021	0.852122016	0.74602122	33.04708223	0.638815208	#VALUE!
7/25/2011	0.636604775	1.273209549			20.15915119	0.74270557	0.530503979	20.90185676	0.636604775	low
7/26/2011	1.602564103	0			22.43589744	0	0	22.43589744	0	moderate
7/27/2011	0.6	0.6			22	0	0.6	22	0	low
7/28/2011	0.961538462	5.769230769			29.16666667	2.884615385	2.884615385	32.05128205	0	low
7/29/2011	0.320512821	2.884615385			34.93589744	1.282051282	1.602564103	36.21794872	0	low
7/30/2011	0.869476268	2.206082924	0	0	44.14552646	0.791025641	1.415057283	44.9365521	0.490998363	#VALUE!
7/31/2011	0.869476268	2.206082924	0	0	44.14552646	0.791025641	1.415057283	44.9365521	0.490998363	#VALUE!
8/1/2011	1.418439716	1.527550464			53.35515548	0.3	1.227550464	53.65515548	0.981996727	Moderate
8/2/2011	0	0.327332242			15.38461538	0.3	0.027332242	15.68461538	0	low
8/3/2011	0	1.569858713			40.18838305	0.9	0.669858713	41.08838305	0.941915228	Moderate
8/4/2011	0.320512821	0.961538462			49.35897436	0.3	0.661538462	49.65897436	0	low
8/5/2011	0	0.320512821			106.0897436		0.320512821	106.0897436	0.320512821	low
8/6/2011	0	0.307692308			51.38461538		0.307692308	51.38461538	0	low
8/7/2011	0	1.846153846			62.15384615		1.846153846	62.15384615	0	low
8/8/2011	0	0.357781753			56.17173524		0.357781753	56.17173524	0	low
8/9/2011	0.941915228	2.51177394			101.7268446	0.3	2.21177394	102.0268446	0.941915228	low
8/10/2011	0.621600622	4.662004662			42.57964258	0.6	4.062004662	43.17964258	0.932400932	low
8/11/2011	0	1.654259719			50.95119934		1.654259719	50.95119934	0.661703888	low
8/12/2011	0.641025641	1.602564103			72.43589744		1.602564103	72.43589744	1.282051282	low
8/13/2011	0.284900285	1.424501425			55.84045584		1.424501425	55.84045584	0.284900285	low
8/14/2011	0	2.006688963			36.78929766	0.3	1.706688963	37.08929766	0	low
8/15/2011	0	0			103.2051282		0	103.2051282	0	low
8/16/2011	0	2.097902098			183.2167832	0.34965035	1.748251748	183.5664336	1.398601399	low
8/17/2011	0	1.809954751			95.92760181	0.904977376	0.904977376	96.83257919	0	low
8/18/2011	0.341880342	2.051282051			111.1111111	0.341880342	1.709401709	111.4529915	0	low
8/19/2011	0	2.393162393			248.5470085	0.341880342	2.051282051	248.8888889	0	low
8/20/2011	0	2.67132152	0	0	174.6253524	0.720940171	1.950381349	175.3462926	0.842708756	#VALUE!
8/21/2011	0	2.67132152	0	0	174.6253524	0.720940171	1.950381349	175.3462926	0.842708756	#VALUE!
8/22/2011	0	2.949480646			100.7036963	1.1	1.849480646	101.8036963	1.685417512	low
8/23/2011	0	1.951600861	0	0	154.5458757	0.55	1.401600861	155.0958757	0.842708756	#VALUE!
8/24/2011	0	0.953721076			208.388055		0.953721076	208.388055	0	low
8/25/2011	0	8.874340789			214.6481178	0.6	8.274340789	215.2481178	0	low
8/26/2011	0	2.675585284			152.173913		2.675585284	152.173913	0	low
8/27/2011	0	1.875716257	0	0	116.2160582	0.05	1.825716257	116.2660582	0	#VALUE!
8/28/2011	0	1.875716257	0	0	116.2160582	0.05	1.825716257	116.2660582	0	#VALUE!
8/29/2011	0	1.07584723			80.25820334	0.1	0.97584723	80.35820334	0	low
8/30/2011	0	3.886639676			91.65991903		3.886639676	91.65991903	1.619433198	low
8/31/2011	0	1.411432604			61.25617502		1.411432604	61.25617502	0	low
9/1/2011	0	0.732600733			187.5457875		0.732600733	187.5457875	0	low
9/2/2011	0	4.99624599			329.7522353		4.99624599	329.7522353	3.33083066	low
9/3/2011	0.078094494	3.12287895	0	0	187.2501903	0.05	3.07287895	187.3001903	1.821604319	#VALUE!
9/4/2011	0.078094494	3.12287895	0	0	187.2501903	0.05	3.07287895	187.3001903	1.821604319	#VALUE!
9/5/2011	0.078094494	3.12287895	0	0	187.2501903	0.05	3.07287895	187.3001903	1.821604319	#VALUE!
9/6/2011	0.156188989	1.249511909			44.74814526	0.1	1.149511909	44.84814526	0.312377977	moderate
9/7/2011	0	1.398601399			52.7972028		1.398601399	52.7972028	0.699300699	low
9/8/2011	0	3.453689168			40.81632653		3.453689168	40.81632653	0	low
9/9/2011	0	2.341137124			29.43143813		2.341137124	29.43143813	0	low
9/10/2011	0	1.8160769	0	0	22.46181912	0.25	1.5660769	22.71181912	0	#VALUE!
9/11/2011	0	1.8160769	0	0	22.46181912	0.25	1.5660769	22.71181912	0	#VALUE!
9/12/2011	0	1.291016676			15.49220011	0.5	0.791016676	15.99220011	0	low
9/13/2011	0	2.243589744			91.98717949		2.243589744	91.98717949	1.602564103	low
9/14/2011	0.301659125	0.301659125			20.51282051		0.301659125	20.51282051	0	low
9/15/2011	0	1.309328969			10.80196399		1.309328969	10.80196399	0	low
9/16/2011	0	0			7.692307692		0	7.692307692	0	low
9/17/2011	0	0	0	0	6.663055255	0	0	6.663055255	0	#VALUE!
9/18/2011	0	0	0	0	6.663055255	0	0	6.663055255	0	#VALUE!
9/19/2011	0	0			5.633802817		0	5.633802817	0	low
9/20/2011	0	0			6.08974359		0	6.08974359	0	low
9/21/2011	0.244200244	0			45.90964591		0	45.90964591	0	low
9/22/2011	0	0			5.882352941		0	5.882352941	0	low
9/23/2011	0	0			1.602564103		0	1.602564103	0	low
9/24/2011	0.053418803	0.053418803	0	0	1.655982906	0.05	0.003418803	1.705982906	0.053418803	#VALUE!
9/25/2011	0.053418803	0.053418803	0	0	1.655982906	0.05	0.003418803	1.705982906	0.053418803	#VALUE!
9/26/2011	0.106837607	0.106837607			1.709401709	0.1	0.006837607	1.809401709	0.106837607	low
9/27/2011	0	0			13.14102564		0	13.14102564	0	low
9/28/2011	0	0			3.384615385		0	3.384615385	0	low
9/29/2011	0	0			10.47463175		0	10.47463175	0	low
9/30/2011	0.961538462	0.641025641			25		0.641025641	25	0	low
10/1/2011	0.480769231	0.483026363	0	0	15.80444204	0.15	0.333026363	15.95444204	0	#VALUE!
10/2/2011	0.480769231	0.483026363	0	0	15.80444204	0.15	0.333026363	15.95444204	0	#VALUE!
10/3/2011	0	0.325027086			6.608884074	0.3	0.025027086	6.908884074	0	low
10/4/2011	0	0			10.98901099		0	10.98901099	0	low
10/5/2011	0	0.654664484			20.9492635		0.654664484	20.9492635	0	low
10/6/2011	0.641025641	0.641025641			38.46153846		0.641025641	38.46153846	0.320512821	low
10/7/2011	0.961538462	1.282051282			42.30769231		1.282051282	42.30769231	0	low
10/8/2011	0.480769231	0.801282051	0	0	25.32051282	0	0.801282051	25.32051282	0	#VALUE!
10/9/2011	0.480769231	0.801282051	0	0	25.32051282	0	0.801282051	25.32051282	0	#VALUE!
10/10/2011	0.480769231	0.801282051	0	0	25.32051282	0	0.801282051	25.32051282	0	#VALUE!
10/11/2011	0	0.320512821			8.333333333		0.320512821	8.333333333	0	low
10/12/2011	0	0			6.279434851		0	6.279434851	0	low
10/13/2011	0	0			0.981996727		0	0.981996727	0	low
10/14/2011	0.320512821	0			0.320512821		0	0.320512821	0	low
10/15/2011	0.16025641	0	0	0	0.801282051	0	0	0.801282051	0	#VALUE!
10/16/2011	0.16025641	0	0	0	0.801282051	0	0	0.801282051	0	#VALUE!
10/17/2011	0	0			1.282051282		0	1.282051282	0	moderate
10/18/2011	0	0			1.883830455		0	1.883830455	0	moderate
10/19/2011	0	0			0.327332242		0	0.327332242	0	low
10/20/2011	0	0			0		0	0	0	low
10/21/2011	0	0			0.654664484		0	0.654664484	0	low
										
										
3/16/2012	297.0721117	0			0		0	0	0	low
3/17/2012	1168.960864	0			0		0	0	0	low
3/18/2012	2403.610675	0			0		0	0	0	low
3/19/2012	698.6324786	0			0		0	0	0	low
3/20/2012	184.1192178	0			0		0	0	0	low
3/21/2012	586.3552255	0			0		0	0	0	low
3/22/2012	378.5839161	0			0		0	0	0	moderate
3/23/2012	315.7652998	0			0		0	0	0	moderate
3/24/2012	63.31360947	0			0		0	0	0	moderate
3/25/2012	339.4435352	0			0		0	0	0	               
3/26/2012	1630.955335	0			0		0	0	0	moderate
3/27/2012	259.9946766	0			0		0	0	0	moderate
3/28/2012	254.2947711	0			0		0	0	0	low
3/29/2012	107.3998245	0			0		0	0	0	low
3/30/2012	398.2739212	0			0		0	0	0	low
3/31/2012	77.39212008	0			0		0	0	0	low
4/1/2012	434.4010989	0			0		0	0	0	low
4/2/2012	560.3867759	0			0		0	0	0	low
4/3/2012	302.3645499	0			0		0	0	0	low
4/4/2012	175.0838057	0			1.295546559		0	1.295546559	0	low
4/5/2012	196.7108753	0			0.318302387		0	0.318302387	0	low
4/6/2012	152.7740552	0			2.251407129		0	2.251407129	0	low
4/7/2012	122.2730973	0			1.551689052		0	1.551689052	0	low
4/8/2012	122.2730973	0			1.551689052		0	1.551689052	0	low
4/9/2012	122.2730973	0			1.551689052		0	1.551689052	0	low
4/10/2012	97.398749	0			0		0	0	0	low
4/11/2012	55.76923077	0			0.320512821		0	0.320512821	0	low
4/12/2012	133.974359	0			0		0	0	0	low
4/13/2012	186.201903	0			0		0	0	0	low
4/14/2012	80.69073783	0			0.627943485		0	0.627943485	0	low
4/15/2012	146.1999079	0			0		0	0	0	moderate
4/16/2012	569.8765869	0			0		0	0	0	low
4/17/2012	394.7414311	0			0		0	0	0	low              
4/18/2012	169.1468286	0			0		0	0	0	low
4/19/2012	618.1213018	0			0		0	0	0	low
4/20/2012	528.5539289	0			0		0	0	0	low
4/21/2012	373.3110406	0			0		0	0	0	low
4/22/2012	106.7806938	0			0		0	0	0	low
4/23/2012	179.3621013	0			0		0	0	0	low
4/24/2012	297.1857411	0			0		0	0	0	low
4/25/2012	836.868322	0			0		0	0	0	low
4/26/2012	527.8846154	0			3.665865385		0	3.665865385	0	low
4/27/2012	406.2851782	0			1.907442151		0	1.907442151	0	low
4/28/2012	577.8345685	0			1.385694409		0	1.385694409	0	low
4/29/2012	140.2954661	0			0		0	0	0	low
4/30/2012	117.418214	0			0		0	0	0	low
5/1/2012	138.4615385	0			0		0	0	0	low
5/2/2012	32.57918552	0			0		0	0	0	low
5/3/2012	693.6454849	0			0		0	0	0	low
5/4/2012	460.7757399	0			1.121108856		0	1.121108856	0	moderate
5/5/2012	337.5197786	0			0		0	0	0	low
5/6/2012	32.649023	0			0		0	0	0	low
5/7/2012	87.92946184	0			0		0	0	0	moderate
5/8/2012	217.4102564	0			1.042735043		0	1.042735043	0	moderate
5/9/2012	52.74725275	0			0		0	0	0	low
5/10/2012	75.96153846	0.320512821			0.961538462		0.320512821	0.961538462	0	low
5/11/2012	87.5	1.282051282			0		1.282051282	0	0	low
5/12/2012	138.7518142	3.193033382			1.161103048		3.193033382	1.161103048	0	low
5/13/2012	64.74820144	0			0.664084117		0	0.664084117	0	low
5/14/2012	91.00298994	0.978526774			0.652351182		0.978526774	0.652351182	0	low
5/15/2012	133.8461538	2.637362637			0.989010989		2.637362637	0.989010989	0	low
5/16/2012	171.915333	4.026845638			4.956117708		4.026845638	4.956117708	0	low
5/17/2012	86.53846154	3.525641026			0.961538462		3.525641026	0.961538462	0	low
5/18/2012	99.09502263	2.375565611			0.339366516		2.375565611	0.339366516	0	low
5/19/2012	147.6923077	9.230769231			0.893300248		9.230769231	0.893300248	0	low
5/20/2012	9.931840312	16.65043817			0		16.65043817	0	0	low
5/21/2012	17.47326014	10.96761486	0	0	0.528479154	0	10.96761486	0.528479154	0	#VALUE!
5/22/2012	25.01467998	5.284791544			1.056958309		5.284791544	1.056958309	0	low
5/23/2012	13.14175712	2.959604337	0	0	0.687083437	0	2.959604337	0.687083437	0	#VALUE!
5/24/2012	1.268834259	0.634417129			0.317208565		0.634417129	0.317208565	0	low
5/25/2012	27.27993656	0.951625694			0.634417129		0.951625694	0.634417129	0	low
5/26/2012	16	3.076923077			0		3.076923077	0	0	low
5/27/2012	4.20947131	0.902029567			0.300676522		0.902029567	0.300676522	0	low
5/28/2012	4.540785988	0.648683713			0		0.648683713	0	0	low
5/29/2012	41.57689396	8.734641589			1.397542654		8.734641589	1.397542654	0	low
5/30/2012	22.52977148	2.896684905			1.609269392		2.896684905	1.609269392	0	low
5/31/2012	2.55877179	1.599232368			1.919078842		1.599232368	1.919078842	0	low
6/1/2012	7.8	1.3			3.4		1.3	3.4	0	low
6/2/2012	8.819206271	2.057814797			2.057814797		2.057814797	2.057814797	0	low
6/3/2012	16.622458	8.84173298			2.122015915		8.84173298	2.122015915	0	low
6/4/2012	4.347826087	6.02006689			6.35451505		6.02006689	6.35451505	0	low
6/5/2012	7.6	8.9			1.9		8.9	1.9	0	low
